product,scene,category,XMIN,YMIN,XMAX,YMAX
http://i.pinimg.com/400x/f1/b1/9b/f1b19b202e8d558fd383e5d5f5f844d1.jpg,http://i.pinimg.com/400x/a6/6f/19/a66f195515c7038d54a8d5992da698c7.jpg,topwear,0.564118,0.349426,0.831692,0.99302
http://i.pinimg.com/400x/63/f7/8a/63f78a058415360a0e1d69fe5cfd086a.jpg,http://i.pinimg.com/400x/5c/6e/17/5c6e179402df5fbd60339c222bb884ab.jpg,topwear,0.740797,0.623009,1.0,0.866539
http://i.pinimg.com/400x/2c/31/4f/2c314f8961f51c39eb41552251f351e8.jpg,http://i.pinimg.com/400x/96/4e/98/964e98cc777d317395830791e03965fc.jpg,topwear,0.260263,0.044873,0.706527,0.429421
http://i.pinimg.com/400x/9a/4a/d7/9a4ad79e51ef5e63c2e3e9581ffd78a6.jpg,http://i.pinimg.com/400x/8d/e3/14/8de31472c13d3fdb06c31ac185392899.jpg,topwear,0.57377,0.581056,0.68306,0.686703
http://i.pinimg.com/400x/cd/ff/38/cdff384f701a023e3d8824d1d7c44e5f.jpg,http://i.pinimg.com/400x/0c/6d/ad/0c6dad5a4f98b4f5ec0aeb53245f1b64.jpg,topwear,0.345701,0.417697,0.758011,0.896847
http://i.pinimg.com/400x/e1/85/de/e185de525f9d5d755e55f14dbdc56872.jpg,http://i.pinimg.com/400x/e3/05/9d/e3059d88f1a012a4307530674ddeb317.jpg,topwear,0.618065,0.225618,0.736482,0.387146
http://i.pinimg.com/400x/b8/f8/ff/b8f8ffd9fb44f89c7c1a4362f8252501.jpg,http://i.pinimg.com/400x/0f/ab/28/0fab28716a989dfda9ed97e8a61f6d6e.jpg,topwear,0.348858,0.317689,0.737954,0.538373
http://i.pinimg.com/400x/52/b2/72/52b2722f4b3b57d181506cf03d328aa5.jpg,http://i.pinimg.com/400x/67/4d/4b/674d4b087f5ee0ded845a67d48e5cae2.jpg,topwear,0.18932,0.185792,0.803398,0.857923
http://i.pinimg.com/400x/74/bf/82/74bf826f91b43cd245095da5b1d019af.jpg,http://i.pinimg.com/400x/f7/78/03/f778039d28d375d475e20ae1a4247199.jpg,topwear,0.281818,0.0,1.0,0.76
http://i.pinimg.com/400x/41/84/68/418468c379a8137458a55405c2a92225.jpg,http://i.pinimg.com/400x/5a/ed/e3/5aede30a4ae74ba30babf7585cc353bb.jpg,topwear,0.117527,0.050725,0.970386,0.964998
http://i.pinimg.com/400x/4f/6d/98/4f6d98d39215503a0bd3dacaca152081.jpg,http://i.pinimg.com/400x/bf/fa/36/bffa364d83e8048865329ce65a46c9ec.jpg,topwear,0.354545,0.192727,0.565909,0.363636
http://i.pinimg.com/400x/f6/64/d2/f664d25495cccf279130c60812a6935f.jpg,http://i.pinimg.com/400x/f1/b7/d8/f1b7d88bb5fabf1fea07c7b3be5fb3d5.jpg,topwear,0.428461,0.709781,0.725768,0.92013
http://i.pinimg.com/400x/43/cf/f8/43cff8df60f74daf4c7f9c7f5d0fdace.jpg,http://i.pinimg.com/400x/d1/5e/1b/d15e1b4a93bacc342f13f7a707a185b4.jpg,topwear,0.0,0.0,0.890828,0.696143
http://i.pinimg.com/400x/01/e2/a7/01e2a7bd19f1bab21983a3a55e2a9960.jpg,http://i.pinimg.com/400x/a5/58/36/a55836670940243925853213dbcdc2d2.jpg,topwear,0.200823,0.196004,0.839362,1.0
http://i.pinimg.com/400x/ce/e2/61/cee26103b10b41f1d7c7c35d81ddb15e.jpg,http://i.pinimg.com/400x/00/95/d8/0095d89ae90a069fd23e5a006f9ded50.jpg,topwear,0.454545,0.009091,0.976364,0.66
http://i.pinimg.com/400x/1b/e1/70/1be170d0a63b6a79076137975640f424.jpg,http://i.pinimg.com/400x/9a/77/e8/9a77e8733b2ad79ca3f05add66f0ec14.jpg,topwear,0.452762,0.320154,0.79915,0.657765
http://i.pinimg.com/400x/36/ea/63/36ea63f10e3d68f5581126c9fd1e7e0c.jpg,http://i.pinimg.com/400x/16/68/dd/1668dd89b08a5f8fed0e8a074419c02b.jpg,topwear,0.365909,0.196364,0.631818,0.401818
http://i.pinimg.com/400x/d0/99/02/d0990225d4718592dee08c1e6ab2694d.jpg,http://i.pinimg.com/400x/48/8e/05/488e05aea8ba2dde345ca1f5aaeab3f0.jpg,topwear,0.403115,0.27847,0.694909,0.395657
http://i.pinimg.com/400x/cd/00/ef/cd00ef1f0fd2de53a53e106fbdcfc133.jpg,http://i.pinimg.com/400x/13/52/90/1352909136a96e23524ec550fd088038.jpg,topwear,0.411921,0.246555,0.679421,0.452116
http://i.pinimg.com/400x/13/db/fd/13dbfd9ad4f4d03830180446348c5609.jpg,http://i.pinimg.com/400x/5f/30/43/5f3043d3b4a5911499bf690dccdf907e.jpg,topwear,0.769509,0.009505,0.946309,0.227548
http://i.pinimg.com/400x/40/8e/4e/408e4e7afd546e91ca81cfad71661a11.jpg,http://i.pinimg.com/400x/17/3f/3b/173f3bc7cf6992522d5f24c5caa67f07.jpg,topwear,0.552871,0.843599,0.672622,1.0
http://i.pinimg.com/400x/f5/94/a0/f594a020ffe684f3794cd5e31bc92d48.jpg,http://i.pinimg.com/400x/86/8a/35/868a3501401651abfb7f0f711d5bf02c.jpg,topwear,0.253425,0.19708,0.582192,0.614964
http://i.pinimg.com/400x/d6/c6/42/d6c642e96f3e46cd42daf73649a5986e.jpg,http://i.pinimg.com/400x/45/1a/53/451a53b8add2bc6ed62dc8418780c26f.jpg,topwear,0.312089,0.210805,0.710189,0.597234
http://i.pinimg.com/400x/1e/c7/74/1ec77408437ac6f76768eb77f56c77a0.jpg,http://i.pinimg.com/400x/82/df/da/82dfda8a21f13655edadc03d56cef388.jpg,topwear,0.404259,0.391582,0.748174,0.776492
http://i.pinimg.com/400x/50/ec/6d/50ec6d75b02153d01165c83f355b0054.jpg,http://i.pinimg.com/400x/fb/9a/27/fb9a278e73e561338e64d0e6a2bee07d.jpg,topwear,0.758895,0.199089,0.911424,0.391115
http://i.pinimg.com/400x/ff/56/48/ff5648bce9ea9af51e3710d07ce1e9f5.jpg,http://i.pinimg.com/400x/94/ee/5c/94ee5cb4d2ce35c482b8c567590ccd0f.jpg,topwear,0.445116,0.181829,0.851074,0.618318
http://i.pinimg.com/400x/4a/52/c2/4a52c276488446e5f3861b151ecff116.jpg,http://i.pinimg.com/400x/ef/83/69/ef836968a0f79f8f9cb93377472fffe4.jpg,topwear,0.447441,0.41978,0.691742,0.852356
http://i.pinimg.com/400x/a0/39/16/a03916c0c643a532c417c4bad5bd6f96.jpg,http://i.pinimg.com/400x/a9/7b/ac/a97baca90cf0f28af2d1ea446e121bf2.jpg,topwear,0.503341,0.200364,0.721604,0.444444
http://i.pinimg.com/400x/6a/15/2a/6a152ae08d67b07fd9005b1e7b8e3bc9.jpg,http://i.pinimg.com/400x/77/89/d8/7789d8a6df3667876d82167b54b596f3.jpg,topwear,0.641168,0.295878,0.861496,0.545961
http://i.pinimg.com/400x/6b/11/11/6b1111a1f7b3a89c1addc503c0872db2.jpg,http://i.pinimg.com/400x/c1/a8/d7/c1a8d7542c6edcab3abfd9175bd25995.jpg,topwear,0.133141,0.065019,0.672836,0.864724
http://i.pinimg.com/400x/37/0d/b8/370db83eb9af59fede136fd0b7c8e118.jpg,http://i.pinimg.com/400x/a7/a5/c5/a7a5c545d16fd181aab4e9dcb42e47ed.jpg,topwear,0.1883,0.397654,0.817787,0.868192
http://i.pinimg.com/400x/43/25/7f/43257f8378a2cf1a2fea9ecfb33999b4.jpg,http://i.pinimg.com/400x/3b/37/67/3b37677b5c66ecbac8bd8cf18199df70.jpg,topwear,0.368932,0.227687,0.587379,0.47541
http://i.pinimg.com/400x/e5/4b/d2/e54bd2396df1b5f37a2a4e739b9ace31.jpg,http://i.pinimg.com/400x/8c/b3/d8/8cb3d8e7630f50ea1e7f0aad0f883e56.jpg,topwear,0.598965,0.501504,0.902222,0.753827
http://i.pinimg.com/400x/4c/d3/29/4cd329def58a4b7086d536d63368eb80.jpg,http://i.pinimg.com/400x/2e/5a/28/2e5a2881eb9f41a91b35a0bd3268055e.jpg,topwear,0.480603,0.834385,0.593206,0.98648
http://i.pinimg.com/400x/87/0c/c2/870cc2cf272a4385041b4c4df2fcdd21.jpg,http://i.pinimg.com/400x/58/e5/fa/58e5fa870b63b4640a4e2c53a1cb7df2.jpg,topwear,0.2335,0.263141,0.791445,0.905096
http://i.pinimg.com/400x/c7/7e/bc/c77ebc3e0b7543b038ab2a34a2934313.jpg,http://i.pinimg.com/400x/80/f4/4b/80f44b1b8b959957de56ccb57cae076b.jpg,topwear,0.305974,0.248044,0.690007,0.864323
http://i.pinimg.com/400x/4c/8a/3f/4c8a3f08df0a21bac490d102c9af03a7.jpg,http://i.pinimg.com/400x/1f/39/88/1f39884af50ca2a2a2a2162c767df309.jpg,topwear,0.036932,0.487178,0.381491,0.71011
http://i.pinimg.com/400x/e4/5c/05/e45c050bcf756fa546676d76be64e754.jpg,http://i.pinimg.com/400x/cd/d2/47/cdd247fb624273bce462ed8442bc0e57.jpg,topwear,0.57721,0.670288,0.858233,0.976655
http://i.pinimg.com/400x/30/31/76/303176243ad5ea51f524cf46a1f25311.jpg,http://i.pinimg.com/400x/e1/92/de/e192defc590ef5851d523fc4b2ca79c9.jpg,topwear,0.514284,0.439198,0.985988,0.8654
http://i.pinimg.com/400x/21/8b/e8/218be80d654ba5d372986bb0fcc44929.jpg,http://i.pinimg.com/400x/dd/d6/e8/ddd6e89d234df3ab296c357606bb1b30.jpg,topwear,0.456096,0.0,0.978644,0.611224
http://i.pinimg.com/400x/c9/d7/ff/c9d7ffcb8b3d78af347f71ab2d0d004c.jpg,http://i.pinimg.com/400x/fa/a3/a3/faa3a3b6d7202c80bff80efe3a4878bc.jpg,topwear,0.65548,0.617356,0.958449,0.913217
http://i.pinimg.com/400x/14/09/29/14092921694d3099905a296619af1d32.jpg,http://i.pinimg.com/400x/63/0f/b1/630fb1466d87d367496a4a7b8db07c68.jpg,topwear,0.208051,0.073278,0.80573,0.72464
http://i.pinimg.com/400x/13/4c/e7/134ce73de438f991d72363e0c8f85985.jpg,http://i.pinimg.com/400x/34/28/99/342899b593928909b61d3454c0b8c2d8.jpg,topwear,0.21883,0.586535,0.690278,1.0
http://i.pinimg.com/400x/55/d1/08/55d108c605cbe528bbf3ff290952fdea.jpg,http://i.pinimg.com/400x/59/a9/8e/59a98e0eccf47fba6c6c079427253942.jpg,topwear,0.0,0.0,0.670702,0.64663
http://i.pinimg.com/400x/75/62/b4/7562b43d6316eccd3469928e49e5ac65.jpg,http://i.pinimg.com/400x/f1/77/9d/f1779d6fdb569bb2686dabe79780699a.jpg,topwear,0.277542,0.395264,0.758475,0.852459
http://i.pinimg.com/400x/16/f8/fb/16f8fb4969d7a2c404a661ea7485ef36.jpg,http://i.pinimg.com/400x/b3/64/0b/b3640bade29f46c4271f58145fb20ea4.jpg,topwear,0.355366,0.332843,0.863616,1.0
http://i.pinimg.com/400x/bf/a7/41/bfa741ef90503d5fc8e7b214a11c7937.jpg,http://i.pinimg.com/400x/9b/83/73/9b83733994f3dceb876a880585726ac0.jpg,topwear,0.184545,0.148699,0.759186,0.525872
http://i.pinimg.com/400x/c5/4c/8b/c54c8bad46c72f64684db3588f706e10.jpg,http://i.pinimg.com/400x/d8/4f/39/d84f39ef4e282a49ff7b2ee61fc8ba4e.jpg,topwear,0.242354,0.147584,0.862972,0.528772
http://i.pinimg.com/400x/59/4c/b1/594cb1e9527cf050fa9908323d19238a.jpg,http://i.pinimg.com/400x/d9/90/b3/d990b3b0dc2f60d9db448f850261b0a4.jpg,topwear,0.46,0.538321,0.637143,0.645985
http://i.pinimg.com/400x/5b/93/3d/5b933d7939650e797cc9b97be1c0af45.jpg,http://i.pinimg.com/400x/b2/ae/1d/b2ae1d8beeb986de0d148fd630fda82e.jpg,topwear,0.143249,0.676413,0.994335,1.0
http://i.pinimg.com/400x/b3/63/b1/b363b1b27d66ac115ae5645a777cc58f.jpg,http://i.pinimg.com/400x/e5/cf/9d/e5cf9d49326307f7c485945b9c71efcd.jpg,topwear,0.371337,0.791545,0.648427,0.980543
http://i.pinimg.com/400x/4d/fa/84/4dfa8416bb617bc4e21bc9b6108beb54.jpg,http://i.pinimg.com/400x/0d/53/3f/0d533fe0338c8901270c2becb14cbff2.jpg,topwear,0.353211,0.273723,0.616972,0.673358
http://i.pinimg.com/400x/72/31/c8/7231c81396772f3ce0070ca37b0eb621.jpg,http://i.pinimg.com/400x/1c/c9/97/1cc9971cd1c9562d07748d164e79ea66.jpg,topwear,0.198036,0.836793,0.530231,1.0
http://i.pinimg.com/400x/da/32/0e/da320e1b282785cf88719e91c756d79f.jpg,http://i.pinimg.com/400x/4a/a8/32/4aa83271636c91042b3996f1484be111.jpg,topwear,0.223319,0.143469,0.706074,0.722444
http://i.pinimg.com/400x/f6/2d/a4/f62da45dfe2c34fa9d4d516efae62522.jpg,http://i.pinimg.com/400x/40/5d/55/405d559d64d95501ab0573db36ee41b1.jpg,topwear,0.63552,0.477847,0.880272,0.61963
http://i.pinimg.com/400x/ae/72/14/ae7214b3155bf7162c0db19be4212682.jpg,http://i.pinimg.com/400x/80/96/6f/80966fadd64573c05140445f7ea9fa27.jpg,topwear,0.705697,0.005365,0.987938,0.25634
http://i.pinimg.com/400x/87/20/93/872093c9fa6ba153e3e569e344ecf4ac.jpg,http://i.pinimg.com/400x/fc/9c/78/fc9c78e0bb834e4218b74fe5e9344a3e.jpg,topwear,0.321403,0.257029,0.751768,0.726318
http://i.pinimg.com/400x/3b/7f/2e/3b7f2e2c8dd29e1f732956f8ef3a7ba8.jpg,http://i.pinimg.com/400x/7a/c7/57/7ac757aded67159c2972236e519b1881.jpg,topwear,0.716629,0.066245,1.0,0.398305
http://i.pinimg.com/400x/a2/cc/f6/a2ccf60cdfff8d5841f5e5e1d649586c.jpg,http://i.pinimg.com/400x/49/85/ac/4985ac97d271af92c82914b870e0eaf7.jpg,topwear,0.554461,0.166997,0.911472,0.695767
http://i.pinimg.com/400x/94/f8/b0/94f8b0fea185f4ba257f3aa6dc63db4d.jpg,http://i.pinimg.com/400x/6e/a1/b9/6ea1b9235c95a6de249c6cc6eeb70df1.jpg,topwear,0.419143,0.344818,0.605667,0.802658
http://i.pinimg.com/400x/1e/32/f6/1e32f6a142a952d8e95f2dcdc6553e5b.jpg,http://i.pinimg.com/400x/f2/8f/b6/f28fb60f9ee74952388c692d79bf7f8e.jpg,topwear,0.337297,0.399949,0.666635,0.808372
http://i.pinimg.com/400x/23/a9/27/23a927e600170250de6a08058f9ffa45.jpg,http://i.pinimg.com/400x/3f/95/33/3f9533bf2194c6189ebc15a89a719dfd.jpg,topwear,0.262252,0.476887,0.644138,0.87184
http://i.pinimg.com/400x/43/25/7f/43257f8378a2cf1a2fea9ecfb33999b4.jpg,http://i.pinimg.com/400x/3b/b8/0d/3bb80dba31dcba31d5a79a5b636fd7e8.jpg,topwear,0.345455,0.04,0.534545,0.154545
http://i.pinimg.com/400x/6b/db/48/6bdb48577c4cd3303227cabe5fc1a988.jpg,http://i.pinimg.com/400x/81/a4/19/81a4191df50ebbbc17fe4306cb663774.jpg,topwear,0.338141,0.209587,0.905916,0.584704
http://i.pinimg.com/400x/0e/ef/3b/0eef3beb8be238881b48012877da83cc.jpg,http://i.pinimg.com/400x/32/a1/96/32a1965d70c3fdae9ac08bd20ac4ce61.jpg,topwear,0.317119,0.250537,0.658195,0.571014
http://i.pinimg.com/400x/e4/95/11/e495115dfea741069c49b0b0ab292bb3.jpg,http://i.pinimg.com/400x/96/6f/75/966f75118d9ef9cec1d87db3df479d4d.jpg,topwear,0.055574,0.528038,0.395139,0.887986
http://i.pinimg.com/400x/4e/25/15/4e25150702dff172fd8128bd395b8b5f.jpg,http://i.pinimg.com/400x/ad/1a/0d/ad1a0d0ecd8771e8d6309d9f85e81096.jpg,topwear,0.312791,0.402748,0.655788,0.914902
http://i.pinimg.com/400x/28/93/62/28936261aacd19fca72de15622cdec13.jpg,http://i.pinimg.com/400x/37/7a/1f/377a1fc16a69f5f2ca7cdb0b8b1e1cce.jpg,topwear,0.490532,0.797562,0.707194,0.902718
http://i.pinimg.com/400x/70/a3/0e/70a30e6a7bf5ca3f87e58f1346389488.jpg,http://i.pinimg.com/400x/cf/dd/4a/cfdd4af925032ced3a8f32a173612567.jpg,topwear,0.273809,0.287466,0.602804,0.512814
http://i.pinimg.com/400x/4a/97/77/4a97770e2268335a5971bea37d396279.jpg,http://i.pinimg.com/400x/a0/5a/92/a05a92a617ae9660bfd215ac13b9b15f.jpg,topwear,0.425017,0.745988,0.607863,0.903614
http://i.pinimg.com/400x/d2/c4/c4/d2c4c4a35068453c0450eacf345352c7.jpg,http://i.pinimg.com/400x/7f/46/2c/7f462c06abe0652989a91f48a99872ed.jpg,topwear,0.323135,0.402818,0.693903,0.649386
http://i.pinimg.com/400x/be/89/1a/be891a9b199daa95c203c49622e7081a.jpg,http://i.pinimg.com/400x/af/e3/8c/afe38ca715b868220652f73ba5d700bf.jpg,topwear,0.538882,0.847468,0.709991,1.0
http://i.pinimg.com/400x/3a/cf/3e/3acf3ea2981629965580c8808fbe9147.jpg,http://i.pinimg.com/400x/6e/78/d8/6e78d86fb9871cf22c30c58b09881542.jpg,topwear,0.297682,0.606633,0.735225,1.0
http://i.pinimg.com/400x/73/ea/2c/73ea2c95dd7af90c73231373968c3a3c.jpg,http://i.pinimg.com/400x/fd/10/5f/fd105fbf6050578c6368423061d621b2.jpg,topwear,0.384309,0.248348,0.741965,0.587704
http://i.pinimg.com/400x/8b/00/c9/8b00c94f44be43f8e07aa7b28b6e24fd.jpg,http://i.pinimg.com/400x/6b/d6/f6/6bd6f64cbe56e01cf58fb124bc0b0233.jpg,topwear,0.0,0.0,0.799035,0.774351
http://i.pinimg.com/400x/fb/a9/9f/fba99fde8299fa444840428f08d404e4.jpg,http://i.pinimg.com/400x/6d/3b/44/6d3b444d7db93adcadc22b54bd4b450a.jpg,topwear,0.571584,0.254603,0.95479,0.544956
